sagoNo,sido,sigungu,dong,addr,sagoLat,sagoLon,sagoDate,sinkWidth,sinkExtend,sinkDepth,grdKind,sagoDetail,deathCnt,injuryCnt,vehicleCnt,trStatus,trMethod,trAmt,trFnDate,daStDate,no
20180116,경상북도,포항시 남구,해도동,경상북도 포항시 남구 해도동 고속터미널 인근,,,20180508,0.08,20.00,0.50,,오피스텔 기초 지하연속벽(슬러리월) 누수로 인한   주변지하수 및 토사 유출로 도로 침하 발생,0,0,0,복구완료,"아스콘포장 응급복구 완료, 전면 복구 완료",0,20180918,20180918,1
20180117,광주광역시,광산구,소촌동,광주광역시 광산구 소촌동 631-6번지,,,20180509,0.10,0.10,1.00,, 하수관로 파손에 의한 동공발생 및 지반침하,0,0,0,복구완료,보수완료,0,20180510,20191115,1
20180118,광주광역시,광산구,송정동,광주광역시 광산구 송정동 1001-9번지,,,20180509,0.50,0.40,1.50,, 하수관로 파손에 의한 동공발생 및 지반침하,0,0,0,복구완료,보수완료,0,20180510,20191115,1
20180119,인천광역시,미추홀구,,인천광역시 미추홀구 경인로 270-1 일원 2차선 도로,,,20180509,3.00,3.00,5.00,,상수도관 누수로 인한 도로침하,0,0,0,복구완료,누수 확인 후 보수 및 재포장 시행,0,20180510,20190916,1
20180120,경상북도,포항시 북구,흥해읍,경상북도 포항시 북구 흥해읍 동해대로 1352(만남의광장 휴게소),,,20180510,3.70,2.00,0.12,,다짐불량에 의한 침하발생,0,0,0,복구완료,한국가스공사 주관 도로절삭 및 재포장 복구 완료,0,20181012,20191129,1
20180121,충청북도,청주시 청원구,내덕동,충청북도 청주시 청원구 내덕동 188-3,,,20180511,1.50,3.00,1.50,,타공사에 의한 이음부 단락 토사유입,0,0,0,복구완료,개착 정비 후 포장완료,0,20180511,20191115,1
20180122,광주광역시,북구,용봉동,광주광역시 북구 용봉동 1248-10번지 주변,,,20180512,0.50,0.50,2.00,기타, 맨홀 이음부내 마감부 미흡으로 발생한 것으로 의심,0,0,0,복구완료, 골재 및 모래 다짐 실시 및 아스콘포장 복구 완료,2000000,20180517,20190614,1
20180123,광주광역시,광산구,송촌동,광주광역시 광산구 송촌동 1-146번지,,,20180514,0.50,1.00,1.50,, 하수암거박스 파손에 의한 동공발생 및 지반침하,0,0,0,복구완료,보수완료,0,20180516,20191115,1
20180124,충청북도,청주시 서원구,분평동,충청북도 청주시 서원구 분평동 249-5번지,,,20180514,1.50,1.50,2.00,,하수BOX 벽체 유실,0,0,0,복구완료,보수완료,0,20190603,20191115,1
20180125,충청북도,제천시,장락동,충청북도 제천시 장락동 180-2번지,,,20180514,4.20,4.00,0.10,,도로 우수관에 배수시설 연결부분이 침하,0,0,0,복구완료,일자로 함몰된 아스팔트 도로 재포장,0,20180520,20191115,1
20180126,경상북도,상주시,화동면 보미리,경상북도 상주시 화동면 보미리 산 43-1번지 일원,,,20180515,0.30,0.60,1.00,,명확하지 않음,0,0,0,복구완료,포장복구 완료,0,20180530,20191119,1
20180127,경기도,용인시 처인구,김량장동,경기도 용인시 처인구 김량장동 383번지,,,20180515,1.00,1.00,1.00,,노후 우수관과 맨홀 접합부 손상으로 누수 및 토사 유실,0,0,0,복구완료,우수관 접합부 보수 후 포장 복구 완료,0,20180515,20181231,1
20180128,경기도,남양주시,화도읍 월산리,경기도 남양주시 화도읍 월산리 374-10,,,20180516,1.00,2.00,1.00,,우수관 파손,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20180525,20180525,1
20180129,광주광역시,광산구,소촌동,광주광역시 광산구 소촌동 603-4번지,,,20180517,1.00,1.20,0.10,, 연결관 파손에 의한 동공발생 및 지반침하,0,0,0,복구완료,보수완료,0,20180519,20191115,1
20180130,광주광역시,광산구,월곡동,광주광역시 광산구 월곡동 526-4번지,,,20180517,0.50,0.50,1.00,, 연결관 파손에 의한 동공발생 및 지반침하,0,0,0,복구완료,보수완료,0,20180519,20191118,1
20180131,강원특별자치도,원주시,단계동,강원특별자치도 원주시 단계동 왕국회관 앞,,,20180521,1.50,3.00,1.00,충척층,다짐불량,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,110000,20180521,20180819,1
20180132,경상북도,영주시,문수면 월호리,경상북도 영주시 문수면 월호리 1406번지 앞,,,20180521,7.00,1.00,1.50,,횡배수관 누수,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20180531,20191120,1
20180133,광주광역시,광산구,월곡동,광주광역시 광산구 월곡동 545-9번지,,,20180525,1.00,1.00,1.50,, 하수암거박스 파손에 의한 동공발생 및 지반침하,0,0,0,복구완료,보수완료,0,20180527,00010101,1
20180134,충청북도,청주시 흥덕구,복대동,충청북도 청주시 흥덕구 복대동 204-11,,,20180525,0.50,0.50,0.50,, 하수관 파손 및 하수 누수로 지반유실 ,0,0,0,복구완료,하수관 보수완료,0,20180526,20191115,1
20180135,강원특별자치도,원주시,태장동,강원특별자치도 원주시 태장동 6612 부대 앞,,,20180529,2.30,3.00,1.30,충척층,다짐불량,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,940000,20180529,20180831,1
20180136,부산광역시,동래구,온천동,부산광역시 동래구 온천동 1646 ( 백옥사우나 일원),,,20180530,1.00,2.00,1.00,,인근 아파트 배수시설 누수에 따른 침하 발생,0,0,0,복구완료,되메우기 및 도로재포장 완료,0,20180601,20180630,1
20180137,부산광역시,사상구,,부산광역시 사상구 장인로 77번길 33,,,20180530,4.00,8.00,1.00,,관파손으로 인한 맨홀 주변부 토사 유실,0,0,0,복구완료,BTL 사업구간의 맨홀 인상 후 균열발생 및 침하 발생 구간 전체 재포장 완료,0,20180601,20181231,1
20180138,대구광역시,수성구,만촌동,대구광역시 수성구 만촌동 달구벌대로 대륜고등학교 정문 앞,,,20180530,1.00,1.00,2.00,,폐쇄된 통신맨홀의 손궤로 인한 지반침하,0,0,0,복구완료,맨홀 철거 및 골재다짐 후 아스콘 포장,0,20180530,20191114,1
20180139,충청북도,청주시 상당구,금천동,충청북도 청주시 상당구 금천동 94-17,,,20180530,2.50,1.00,0.50,,하수관 접합부 파손으로 토사유실 및 지반침하,0,0,0,복구완료,보수완료,0,20180601,20191115,1
20180140,충청북도,청주시 청원구,우암동,충청북도 청주시 청원구 우암동 111-13,,,20180530,2.50,3.50,2.00,,연결관 노후에 의한 하수누수로 인한 지반 유실,0,0,0,복구완료,개착 정비 후 포장완료,0,20180603,20191115,1
20180141,강원특별자치도,원주시,단계동,강원특별자치도 원주시 단계동 무상길48-6,,,20180531,1.80,2.30,1.80,충척층,상수관 손상,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,1120000,20180531,20180911,1
20180142,충청북도,청주시 서원구,사창동,충청북도 청주시 서원구 사창동 154-1번지,,,20180531,0.50,0.50,0.50,,하수BOX 하부 헌치부 유실,0,0,0,복구완료,보수완료,0,20180919,20191115,1
20180143,충청북도,청주시 청원구,율량동,충청북도 청주시 청원구 율량동 1015,,,20180601,2.00,3.00,2.00,,타공사에 의한 이음부 단락 토사유입,0,0,0,복구완료,개착 정비 후 포장완료,0,20180612,20191115,1
20180144,인천광역시,남동구,,인천광역시 남동구 석정로 간석역북광장 사거리,,,20180603,0.30,0.30,1.00,,하수박스 증설로 인한 되메우기 미흡,0,0,0,복구완료,복구 완료,0,20180603,20190916,1
20180145,세종특별자치시,-,,세종특별자치시 - 금남면 부용리 613-6,,,20180604,4.00,3.50,3.50,,농업용 송수관로 누수,0,0,0,복구완료,송수관로 접합 및 복구 완료,0,20181001,20191114,1
20180146,경기도,부천시,중동,경기도 부천시 중동 679-5번지,,,20180604,0.50,2.00,0.30,,노후 하수관과 맨홀 접합부 손상으로 토사 유실,0,0,0,복구완료,하수관 접합부 보수 후 포장 복구 완료,0,20180605,20191120,1
20180147,경기도,부천시,상동,경기도 부천시 상동 420-13번지,,,20180604,3.00,1.00,0.60,,노후 하수관 손상으로 토사 유실,0,0,0,복구완료,하수관 접합부 보수 후 포장 복구 완료,0,20180605,20191120,1
20180148,광주광역시,광산구,흑석동,광주광역시 광산구 흑석동 506번지,,,20180605,1.80,1.80,1.20,, 연결관 파손에 의한 동공발생 및 지반침하 ,0,0,0,복구완료,보수완료,0,20180607,20191115,1
20180149,전라남도,여수시,공화동,전라남도 여수시 공화동 1184-22 도,,,20180605,1.00,1.00,0.10,,도시가스관로 매설구간 침하,0,0,0,복구완료,재다짐 후 재포장 실시,0,20180605,20191113,1
20180150,인천광역시,중구,,인천광역시 중구 서해대로410번길 39 앞 도로,,,20180605,0.20,0.20,1.00,,수인선 노반신설공사 제6공구 서해대로410번길 구간 굴착부분 다짐불량,0,0,0,복구완료,하수관 접합부 보수 후 포장 복구 완료,0,20180703,20190916,1
20180151,충청북도,청주시 서원구,모충동,충청북도 청주시 서원구 모충동 412-2번지,,,20180606,0.50,0.50,1.00,,하수관로 노후,0,0,0,복구완료,보수완료,0,20181011,20191115,1
20180152,충청북도,청주시 서원구,분평동,충청북도 청주시 서원구 분평동 1385,,,20180606,0.50,0.50,1.00,,관로 연결부 접속 불량,0,0,0,복구완료,보수완료,0,20180912,20191115,1
20180153,울산광역시,동구,,울산광역시 동구 대송로 12 (생생마트 앞),,,20180607,1.00,1.00,1.50,,하수박스 슬래브 파손 누수로 인한 토사 유실,0,0,0,복구완료,하수관로보수 후 포장복구 완료,0,20180607,20191115,1
20180154,충청북도,청주시 서원구,분평동,충청북도 청주시 서원구 분평동 249-26번지,,,20180607,0.50,0.50,2.00,,하수관로 내부 횡단하는 지장물과의 연결부 불량,0,0,0,복구완료,보수완료,0,20180912,20191115,1
20180155,전라남도,장성군,황룡면 와룡리,전라남도 장성군 황룡면 와룡리 36-18,,,20180607,2.00,2.00,0.40,,원인미상,0,0,0,복구완료,"안전사고 방지를 위한 위험표시 설치
원인분석을 위한 지질조사 용역실시",0,20180607,20191113,1
20180156,인천광역시,서구,백석동,인천광역시 서구 백석동 54 한들로 교차점 부근,,,20180607,1.00,1.00,1.00,,하수관 굴착공사  다짐불량 ,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20180608,20190916,1
20180157,경기도,안양시 동안구,호계동,경기도 안양시 동안구 호계동 1022-5,,,20180607,1.00,1.00,1.00,,하수관 접합부위 파손에 따른 토사 유실,0,0,0,복구완료,하수관 접합부위 보수 후 포장 복구 완료,0,20180608,20191120,1
20180158,부산광역시,부산진구,,부산광역시 부산진구 신천대로 246 메리움 아파트 옆 이면도로,,,20180608,1.60,1.50,1.50,,인접 건축물 지하 터파기 후 되메우기 시 다짐불량 추정,0,0,0,복구완료,현장 확인 즉시 자체 복구 완료 및 향후 예찰 활동 강화,0,20180608,20180630,1
20180159,경기도,용인시 기흥구,언남동,경기도 용인시 기흥구 언남동 356번지,,,20180608,0.30,0.40,1.00,,우수맨홀 내부 파손에 의한 토사유입,0,0,0,복구완료,맨홀보수 후 포장완료,0,20180608,20181231,1
20180160,충청북도,청주시 상당구,방서동,충청북도 청주시 상당구 방서동 210-3,,,20180610,1.00,1.00,0.50,,우수관 파손으로 토사유실 및 지반침하,0,0,0,복구완료,보수완료,0,20180611,20191115,1
20180161,충청북도,청주시 서원구,사창동,충청북도 청주시 서원구 사창동 149-11번지,,,20180611,0.30,0.30,0.50,,하수관로 내부 횡단하는 지장물과의 연결부 불량,0,2,0,복구완료,보수완료,0,20180912,20191115,1
20180162,경기도,부천시,심곡2동,경기도 부천시 심곡2동 380-11,,,20180611,0.00,0.00,0.50,,하수맨홀 노후,0,0,0,복구완료,하수맨홀 보수 후 포장 복구 완료,0,20180611,00010101,1
20180163,광주광역시,광산구,비아동,광주광역시 광산구 비아동 66-62번지,,,20180612,1.20,0.80,1.00,, 연결관 파손에 의한 동공발생 및 지반침하,0,0,0,복구완료,보수완료,0,20180613,20191115,1
20180164,충청북도,청주시 청원구,우암동,충청북도 청주시 청원구 우암동 333-11,,,20180612,2.00,3.00,2.00,,타공사에 의한 이음부 단락 토사유입,0,0,0,복구완료,개착 정비 후 포장완료,0,20180626,20191115,1
20180165,경기도,수원시 팔달구,화서동,경기도 수원시 팔달구 화서동 212-2번지 앞,,,20180613,0.00,0.00,1.10,,하수관 접합부 손상,0,0,0,복구완료,하수관 접합부 보수 후 포장 복구 완료,0,20180613,00010101,1
20180166,충청북도,청주시 흥덕구,가경동,충청북도 청주시 흥덕구 가경동 1386,,,20180614,0.50,0.50,0.50,, 하수관 파손 및 하수 누수로 지반유실 ,0,0,0,복구완료,하수관 보수완료,0,20180615,20191115,1
20180167,경상북도,영주시,영주동,경상북도 영주시 영주동 426-2번지 앞,,,20180614,1.00,1.00,1.00,,우수관 누수,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20180623,20191120,1
20180168,경기도,수원시 팔달구,인계동,경기도 수원시 팔달구 인계동 323-5번지 앞,,,20180614,0.00,0.00,1.20,,하수관 접합부 손상,0,0,0,복구완료,하수관 접합부 보수 후 포장 복구 완료,0,20180614,00010101,1
20180169,강원특별자치도,원주시,,강원특별자치도 원주시 중앙로40 민생반점 앞,,,20180615,3.00,4.50,1.20,화강암류,다짐불량,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,960000,20180615,20180928,1
20180170,인천광역시,중구,,인천광역시 중구 축항대로118번길 135,,,20180615,0.90,0.50,1.00,,지장물의 하수관 손상으로 인한 토사유실,0,0,0,복구완료,하수관 접합부 보수 후 포장 복구 완료,0,20180616,20190916,1
20180171,강원특별자치도,원주시,무실동,강원특별자치도 원주시 무실동 144 해장국집 앞,,,20180618,2.70,3.00,1.20,충척층,다짐불량,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,720000,20180618,20181004,1
